"uid","namedLocation","domainID","siteID","plotID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","collectDate","eventID","sampleID","sampleCode","samplingMethod","totalSampledArea","targetTaxaPresent","adultCount","nymphCount","larvaCount","sampleCondition","samplingProtocolVersion","measuredBy","remarks"
"aad50c34-3415-406d-91c3-6cd815286057","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2017-04-24T19:44Z","BART.2017.18",NA,NA,"drag and flag",148,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","thillman@battelleecology.org","Some snow still in plot. Skipped over snowy sections"
"d9de5d8c-5dd4-462f-848b-252b222cf7ac","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2017-04-25T12:42Z","BART.2017.18",NA,NA,"drag and flag",157,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","thillman@battelleecology.org",""
"ae3632a2-d9c8-4ba3-8a4d-8983f9a26fb3","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2017-06-07T12:28Z","BART.2017.24",NA,NA,"drag and flag",157,"N",0,0,0,NA,"NEON.DOC.014045vH","Wacuna@battelleecology.org",NA
"416f4b01-6bd9-44fc-9ea1-30e3233767df","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2017-06-07T13:45Z","BART.2017.24",NA,NA,"drag and flag",140,"N",0,0,0,NA,"NEON.DOC.014045vH","Wacuna@battelleecology.org",NA
"e5e29c76-9004-4303-baee-039b4122a0ff","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2017-06-07T14:50Z","BART.2017.24",NA,NA,"drag and flag",152,"N",0,0,0,NA,"NEON.DOC.014045vH","egullo@battelleecology.org",NA
"eb281660-f4a5-4071-8d7c-fabad25a1753","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2017-06-07T17:22Z","BART.2017.24",NA,NA,"drag and flag",155,"N",0,0,0,NA,"NEON.DOC.014045vH","egullo@battelleecology.org",NA
"980a6e43-1c34-4189-aa7a-6b76db20e45c","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2017-06-07T18:57Z","BART.2017.24",NA,NA,"drag and flag",157,"N",0,0,0,NA,"NEON.DOC.014045vH","egullo@battelleecology.org",NA
"8019e399-76de-4d28-ba0a-7020a31b55f0","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2017-06-07T20:24Z","BART.2017.24",NA,NA,"drag and flag",156,"N",0,0,0,NA,"NEON.DOC.014045vH","Wacuna@battelleecology.org",NA
"9f85bdb2-a20b-436d-930a-85feac8de4c1","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2017-07-17T16:25Z","BART.2017.30",NA,NA,"drag and flag",157,"N",0,0,0,NA,"NEON.DOC.014045vH","bhudson@battelleecology.org",NA
"228683d9-a1ab-4ae3-bb7a-2741077868cf","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2017-07-17T17:21Z","BART.2017.30",NA,NA,"drag and flag",140,"N",0,0,0,NA,"NEON.DOC.014045vH","bhudson@battelleecology.org",NA
"d2015ab9-5162-405b-b444-0b8caed223be","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2017-07-17T18:17Z","BART.2017.30",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vH","jbreault@field-ops.org",NA
"a0e6fcb8-0d51-4b9c-be66-b6d044e3b2f1","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2017-07-17T19:34Z","BART.2017.30",NA,NA,"drag and flag",159,"N",0,0,0,NA,"NEON.DOC.014045vH","bhudson@battelleecology.org",NA
"c066e86f-be33-4b8b-8420-94f75fd2dbc4","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2017-07-17T20:41Z","BART.2017.30",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vH","bhudson@battelleecology.org",NA
"1d42c798-12a8-45ce-b0c4-cd25605838eb","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2017-07-19T14:50Z","BART.2017.30",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vH","chines@field-ops.org",NA
"6480d5bd-b003-4d25-b18a-0f6e6537c3ec","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2017-07-31T13:12Z","BART.2017.32",NA,NA,"drag",160,"N",0,0,0,NA,"NEON.DOC.014045vH","Jcoleman01@battelleecology.org",NA
"7f379cf3-b6d6-44f0-96ce-99a9c6588fa8","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2017-07-31T14:06Z","BART.2017.32",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vH","Jcoleman01@battelleecology.org",NA
"792fbd33-8a03-4322-9b32-21085500c36d","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2017-07-31T15:10Z","BART.2017.32",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vH","Jcoleman01@battelleecology.org",NA
"7ef0eb17-4a2a-43a4-9afe-83cf09b8532c","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2017-07-31T17:25Z","BART.2017.32",NA,NA,"drag",145,"N",0,0,0,NA,"NEON.DOC.014045vH","Jcoleman01@battelleecology.org",NA
"f25d7d77-935c-408a-8733-ee338513f80e","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2017-07-31T18:25Z","BART.2017.32",NA,NA,"drag",160,"N",0,0,0,NA,"NEON.DOC.014045vH","Jcoleman01@battelleecology.org",NA
"e74c95a5-267d-466c-a1c8-d906322e9e31","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2017-08-28T16:16Z","BART.2017.36",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vH","egullo@battelleecology.org",NA
"108343fa-da7d-40c3-bef1-276bccc92cc4","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2017-08-28T17:07Z","BART.2017.36",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vH","sgoudreau@battelleecology.org",NA
"76fca433-7ce0-4e53-9e8f-ac8804f7fcd5","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2017-08-28T18:11Z","BART.2017.36",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vH","sgoudreau@battelleecology.org",NA
"74e211a2-1f48-44d6-8aa7-68cbb44a7179","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2017-08-28T18:53Z","BART.2017.36",NA,NA,"drag and flag",140,"N",0,0,0,NA,"NEON.DOC.014045vH","sgoudreau@battelleecology.org",NA
"6b07f383-2d50-418d-8a71-414ddf61a128","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2017-08-29T13:38Z","BART.2017.36",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vH","sgoudreau@battelleecology.org",NA
"d4a3925c-b8b0-4429-87bb-648602a4e4cc","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2017-08-29T15:00Z","BART.2017.36",NA,NA,"drag and flag",150,"N",0,0,0,NA,"NEON.DOC.014045vH","egullo@battelleecology.org",NA
"74e2fe93-15c7-4b5b-a113-567bb75aea55","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2017-10-11T16:20Z","BART.2017.42",NA,NA,"drag and flag",154,"N",0,0,0,NA,"NEON.DOC.014045vH","Jcoleman01@battelleecology.org","A small stream runs through the plot."
"f77fd984-ee0a-4ede-9def-328f7fb42846","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2018-05-01T16:26Z","BART.2018.18",NA,NA,"drag and flag",147,"N",0,0,0,NA,"NEON.DOC.014045vJ","ewallis@battelleecology.org","Reduced sample area due to snow coverage"
"5211bf79-08d0-488e-8765-f86cd62045e6","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2018-05-01T17:39Z","BART.2018.18",NA,NA,"drag and flag",132,"N",0,0,0,NA,"NEON.DOC.014045vJ","ewallis@battelleecology.org",""
"59534fb5-b248-45cc-b2ad-ae8c4bb99133","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2018-05-01T18:42Z","BART.2018.18",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vJ","ewallis@battelleecology.org","Reduced sample area due to snow"
"90f3a6d0-0504-4a52-b1c6-81f1a3b097c8","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2018-05-01T20:01Z","BART.2018.18",NA,NA,"drag and flag",157,"N",0,0,0,NA,"NEON.DOC.014045vJ","ewallis@battelleecology.org",""
"fa365e31-a8e1-4b81-9a08-5891c1814d0d","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2018-05-02T19:57Z","BART.2018.18",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vJ","ewallis@battelleecology.org",""
"2c60ccee-8cec-4175-ae69-f4791160f3ad","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2018-05-02T21:06Z","BART.2018.18",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vJ","hbartholomaus@battelleecology.org",""
