date,wssRHMean,wssRHMinimum,wssRHMaximum,wssRHVariance,wssRHStdErMean,wssRHNumPts,RHQF,wssDewTempMean,wssDewTempMinimum,wssDewTempMaximum,wssDewTempVariance,wssDewTempStdErMean,wssDewTempNumPts,dewTempQF
"2018-06-01",,,,,,0.0,1,,,,,,0.0,1
"2018-06-02",,,,,,0.0,1,,,,,,0.0,1
"2018-06-03",,,,,,0.0,1,,,,,,0.0,1
"2018-06-04",,,,,,0.0,1,,,,,,0.0,1
"2018-06-05",,,,,,0.0,1,,,,,,0.0,1
"2018-06-06",,,,,,0.0,1,,,,,,0.0,1
"2018-06-07",,,,,,0.0,1,,,,,,0.0,1
"2018-06-08",,,,,,0.0,1,,,,,,0.0,1
"2018-06-09",,,,,,0.0,1,,,,,,0.0,1
"2018-06-10",,,,,,0.0,1,,,,,,0.0,1
"2018-06-11",,,,,,0.0,1,,,,,,0.0,1
"2018-06-12",,,,,,0.0,1,,,,,,0.0,1
"2018-06-13",,,,,,0.0,1,,,,,,0.0,1
"2018-06-14",,,,,,0.0,1,,,,,,0.0,1
"2018-06-15",,,,,,0.0,1,,,,,,0.0,1
"2018-06-16",,,,,,0.0,1,,,,,,0.0,1
"2018-06-17",,,,,,0.0,1,,,,,,0.0,1
"2018-06-18",,,,,,0.0,1,,,,,,0.0,1
"2018-06-19",,,,,,0.0,1,,,,,,0.0,1
"2018-06-20",,,,,,0.0,1,,,,,,0.0,1
"2018-06-21",,,,,,0.0,1,,,,,,0.0,1
"2018-06-22",,,,,,0.0,1,,,,,,0.0,1
"2018-06-23",,,,,,0.0,1,,,,,,0.0,1
"2018-06-24",,,,,,0.0,1,,,,,,0.0,1
"2018-06-25",,,,,,0.0,1,,,,,,0.0,1
"2018-06-26",,,,,,0.0,1,,,,,,0.0,1
"2018-06-27",,,,,,0.0,1,,,,,,0.0,1
"2018-06-28",,,,,,0.0,1,,,,,,0.0,1
"2018-06-29",,,,,,0.0,1,,,,,,0.0,1
"2018-06-30",,,,,,0.0,1,,,,,,0.0,1
